"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","Tenure","MonthlySpend","TotalSpend","Attrition"
"4230","5451-YHYPW","Female","Yes","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.75,8443.7,"No","60+","95+","6000+",0
"4231","5108-ADXWO","Male","No","No","No",11,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.5,791.75,"Yes","7-11","70-80","<1000",1
"4232","7998-WNZEM","Male","No","No","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",80.6,5708.2,"No","60+","80-95","4000-6000",0
"4233","3066-RRJIO","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.95,69.95,"Yes","< 3","45-70","<1000",1
"4235","0307-BCOPK","Female","No","No","No",16,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.05,326.65,"No","12-18","15-30","<1000",0
"4236","7629-WFGLW","Female","Yes","Yes","No",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","No","Electronic check",95.65,5471.75,"No","25-60","95+","4000-6000",0
"4237","2542-HYGIQ","Female","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",19.95,19.95,"No","< 3","15-30","<1000",0
"4238","6715-OFDBP","Male","No","No","No",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",70.05,346.4,"Yes","3-6","70-80","<1000",1
"4239","5016-LIPDW","Male","No","Yes","Yes",57,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.4,1061.6,"No","25-60","15-30","1000-2000",0
"4241","1567-DSCIC","Male","No","No","No",8,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",94,773.65,"Yes","7-11","80-95","<1000",1
"4242","2150-UWTFY","Female","No","Yes","Yes",22,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","No","Mailed check",61.15,1422.05,"Yes","19-24","45-70","1000-2000",1
"4243","6124-ACRHJ","Female","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.75,19.75,"No","< 3","15-30","<1000",0
"4244","9362-MWODR","Female","No","No","Yes",40,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",64.1,2460.35,"No","25-60","45-70","2000-4000",0
"4245","9975-GPKZU","Male","No","Yes","Yes",46,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.75,856.5,"No","25-60","15-30","<1000",0
"4246","9625-RZFUK","Male","No","Yes","Yes",63,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.7,1275.85,"No","60+","15-30","1000-2000",0
"4247","5153-LXKDT","Male","No","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",110.2,7467.5,"No","60+","95+","6000+",0
"4248","5161-UBZXI","Male","No","Yes","Yes",69,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",106.35,7261.75,"No","60+","95+","6000+",0
"4249","1020-JPQOW","Female","No","Yes","No",56,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",90.55,5116.6,"No","25-60","80-95","4000-6000",0
"4250","7919-ZODZZ","Female","No","Yes","Yes",10,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Mailed check",65.9,660.05,"No","7-11","45-70","<1000",0
"4251","0565-JUPYD","Male","No","No","No",63,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","One year","No","Credit card (automatic)",104.5,6590.8,"No","60+","95+","6000+",0
"4253","5939-XAIXZ","Female","No","No","No",19,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",56.1,1033.9,"No","19-24","45-70","1000-2000",0
"4254","9054-FOWNV","Male","No","Yes","Yes",22,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",88.75,1885.15,"No","19-24","80-95","1000-2000",0
"4255","2683-BPJSO","Male","No","Yes","No",29,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",84.45,2467.1,"Yes","25-60","80-95","2000-4000",1
"4256","2157-MXBJS","Male","No","Yes","No",13,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",75.3,989.45,"Yes","12-18","70-80","<1000",1
"4257","8207-VVMYB","Female","No","Yes","No",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",26,2006.95,"No","60+","15-30","2000-4000",0
"4258","9732-EQMWY","Female","No","Yes","No",49,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",99.4,5025,"No","25-60","95+","4000-6000",0
"4259","9360-AHGNL","Female","Yes","Yes","No",43,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",109.55,4830.25,"Yes","25-60","95+","4000-6000",1
"4260","1087-UDSIH","Female","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.6,59.75,"Yes","3-6","15-30","<1000",1
"4261","5269-NRGDP","Male","No","Yes","Yes",42,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",73.15,3088.25,"No","25-60","70-80","2000-4000",0
"4262","6195-MELTI","Male","No","No","No",57,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Mailed check",54.65,3134.7,"No","25-60","45-70","2000-4000",0
"4263","5485-WUYWF","Male","Yes","No","No",2,"Yes","No","DSL","Yes","No","Yes","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",66.4,94.55,"Yes","< 3","45-70","<1000",1
"4264","2121-JAFOM","Female","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",115.55,8312.4,"No","60+","95+","6000+",0
"4265","8818-DOPVL","Female","Yes","No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.45,4863.85,"No","25-60","95+","4000-6000",0
"4266","2632-UCGVD","Male","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.05,6871.9,"Yes","60+","95+","6000+",1
"4267","5445-PZWGX","Male","No","No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Electronic check",102,6529.25,"Yes","60+","95+","6000+",1
"4268","1227-UDMZR","Female","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",91.15,6637.9,"No","60+","80-95","6000+",0
"4269","5198-HQAEN","Male","No","Yes","Yes",35,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","One year","Yes","Electronic check",89.7,3165.6,"No","25-60","80-95","2000-4000",0
"4270","9170-CCKOU","Male","No","Yes","No",17,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",90.2,1454.15,"Yes","12-18","80-95","1000-2000",1
"4271","2167-FQSTQ","Female","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",92.4,6786.1,"No","60+","80-95","6000+",0
"4272","2819-GWENI","Female","No","Yes","Yes",28,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.9,543,"No","25-60","15-30","<1000",0
"4273","1043-YCUTE","Male","No","Yes","No",56,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.15,1327.15,"Yes","25-60","15-30","1000-2000",1
"4274","3814-MLAXC","Female","No","No","No",31,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",79.85,2404.15,"Yes","25-60","70-80","2000-4000",1
"4275","3572-UUHRS","Male","No","No","No",45,"Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",18.85,867.3,"No","25-60","15-30","<1000",0
"4276","2692-PFYTJ","Female","No","No","No",1,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.75,25.75,"No","< 3","15-30","<1000",0
"4277","1226-UDFZR","Female","No","No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",49.6,114.7,"Yes","< 3","45-70","<1000",1
"4278","5955-EPOAZ","Female","No","No","No",6,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.95,109.5,"No","3-6","15-30","<1000",0
"4279","6821-JPCDC","Female","No","Yes","No",48,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",97.05,4692.95,"No","25-60","95+","4000-6000",0
"4280","8815-LMFLX","Male","No","Yes","Yes",25,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.4,546.85,"No","25-60","15-30","<1000",0
"4281","9135-HSWOC","Male","No","Yes","Yes",64,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",19.7,1274.05,"No","60+","15-30","1000-2000",0
"4283","5811-IWXYM","Female","No","Yes","Yes",52,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",101.25,5301.1,"No","25-60","95+","4000-6000",0
"4284","7044-YAACC","Male","Yes","Yes","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,280.35,"No","3-6","70-80","<1000",0
"4285","8189-XRIKE","Female","Yes","No","No",32,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",90.95,2897.95,"No","25-60","80-95","2000-4000",0
"4286","1506-YJTYT","Male","No","Yes","Yes",45,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",73.85,3371,"No","25-60","70-80","2000-4000",0
"4287","4123-DVHPH","Male","No","Yes","No",9,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",88.05,801.3,"No","7-11","80-95","<1000",0
"4288","6425-YQLLO","Female","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",105.95,6975.25,"Yes","60+","95+","6000+",1
"4289","5442-UTCVD","Male","No","No","Yes",3,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",91.85,257.05,"Yes","3-6","80-95","<1000",1
"4290","2228-BZDEE","Female","No","No","No",54,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.1,1079.45,"No","25-60","15-30","1000-2000",0
"4292","2789-CZANW","Female","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",110.3,6997.3,"No","60+","95+","6000+",0
"4293","2091-RFFBA","Female","Yes","No","No",31,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.9,2217.15,"Yes","25-60","70-80","2000-4000",1
"4294","2114-MGINA","Female","No","No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",89.8,1129.1,"Yes","12-18","80-95","1000-2000",1
"4295","7596-LDUXP","Female","No","No","No",12,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","One year","Yes","Credit card (automatic)",85.15,979.05,"No","12-18","80-95","<1000",0
"4296","3740-RLMVT","Male","Yes","Yes","No",67,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",60.95,4119.4,"No","60+","45-70","4000-6000",0
"4297","4489-SNOJF","Female","No","Yes","Yes",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",72.25,2568.55,"Yes","25-60","70-80","2000-4000",1
"4298","2192-OZITF","Female","No","No","No",45,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","Two year","No","Mailed check",73.55,3349.1,"No","25-60","70-80","2000-4000",0
"4299","5651-CPDND","Male","No","No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",46,492.1,"No","7-11","45-70","<1000",0
"4300","2186-QZEYA","Female","Yes","No","No",29,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",58.55,1718.95,"No","25-60","45-70","1000-2000",0
"4301","1131-ALZWV","Female","No","No","No",24,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.6,605.25,"No","19-24","15-30","<1000",0
"4302","7729-XBTWX","Male","No","Yes","Yes",66,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.75,1344.5,"No","60+","15-30","1000-2000",0
"4303","9134-WYRVP","Male","No","No","No",51,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","One year","No","Mailed check",86.35,4267.15,"No","25-60","80-95","4000-6000",0
"4304","3284-SVCRO","Female","No","Yes","No",45,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Mailed check",25.5,1121.05,"No","25-60","15-30","1000-2000",0
"4305","9732-OUYRN","Female","No","Yes","No",49,"Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19,918.7,"No","25-60","15-30","<1000",0
"4306","0559-CKHUS","Female","No","Yes","No",29,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",19.55,521.8,"No","25-60","15-30","<1000",0
"4307","2931-SVLTV","Male","No","Yes","Yes",40,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",110.1,4469.1,"No","25-60","95+","4000-6000",0
"4308","6899-PPEEA","Female","Yes","No","No",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.55,3580.3,"Yes","25-60","95+","2000-4000",1
"4309","7504-UWHNB","Male","No","No","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.75,1729.35,"No","25-60","45-70","1000-2000",0
"4313","1431-AIDJQ","Male","No","Yes","Yes",33,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",82.1,2603.1,"No","25-60","80-95","2000-4000",0
"4314","6288-LBEAR","Female","No","No","No",23,"Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",79.1,1783.75,"No","19-24","70-80","1000-2000",0
"4315","4597-NUCQV","Male","Yes","No","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.25,2440.15,"Yes","19-24","95+","2000-4000",1
"4316","9019-QVLZD","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",79.55,79.55,"Yes","< 3","70-80","<1000",1
"4317","8413-YNHNV","Male","No","No","No",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",90.65,6322.1,"No","60+","80-95","6000+",0
"4318","5808-TOTXO","Female","No","No","Yes",3,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",20.55,57.4,"No","3-6","15-30","<1000",0
"4319","4369-NYSCF","Male","No","No","No",56,"Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",75.75,4284.65,"No","25-60","70-80","4000-6000",0
"4320","6333-YDVLT","Male","No","No","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",110,7138.65,"No","60+","95+","6000+",0
"4321","5324-KTGCG","Male","No","Yes","No",71,"Yes","No","No","No","No","No","No","No","No","One year","No","Electronic check",20.85,1539.75,"No","60+","15-30","1000-2000",0
"4322","5599-HVLTW","Female","Yes","No","No",14,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.35,1058.1,"No","12-18","80-95","1000-2000",0
"4323","7394-LWLYN","Female","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,123.8,"No","< 3","70-80","<1000",0
"4324","3707-LRWZD","Female","No","No","No",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","One year","No","Electronic check",84.05,2781.85,"Yes","25-60","80-95","2000-4000",1
"4325","6873-UDNLD","Male","No","No","No",40,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",67.45,2731,"No","25-60","45-70","2000-4000",0
"4326","2700-LUEVA","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",20.75,20.75,"No","< 3","15-30","<1000",0
"4327","1455-ESIQH","Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.1,89.1,"Yes","< 3","80-95","<1000",1
"4328","0958-YHXGP","Female","No","No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.9,497.3,"No","7-11","45-70","<1000",0
"4329","1101-SSWAG","Female","No","Yes","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.1,711.15,"No","12-18","45-70","<1000",0
"4330","2979-SXESE","Female","No","Yes","Yes",17,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",94.4,1607.2,"Yes","12-18","80-95","1000-2000",1
"4331","4013-TLDHQ","Male","No","No","No",19,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",78.25,1490.95,"Yes","19-24","70-80","1000-2000",1
"4332","5743-KHMNA","Male","No","No","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.55,1898.1,"No","60+","15-30","1000-2000",0
"4333","4194-FJARJ","Female","No","Yes","Yes",54,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","Two year","No","Bank transfer (automatic)",60,3273.95,"No","25-60","45-70","2000-4000",0
"4334","5325-UWTWJ","Male","No","Yes","No",31,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",90.55,2929.75,"No","25-60","80-95","2000-4000",0
"4335","3969-GYXEL","Female","No","No","No",11,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",76.4,838.7,"No","7-11","70-80","<1000",0
"4336","9208-OLGAQ","Female","Yes","No","No",18,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",84.95,1443.65,"No","12-18","80-95","1000-2000",0
"4337","3244-CQPHU","Female","Yes","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.1,7746.7,"No","60+","95+","6000+",0
"4338","2674-MLXMN","Female","Yes","No","No",71,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.65,6951.15,"No","60+","95+","6000+",0
"4340","6992-TKNYO","Male","No","Yes","No",38,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",69,2669.45,"No","25-60","45-70","2000-4000",0
